Date,Bid Strategy Status,Bid strategy,Bid strategy type,System Status,Account,Campaigns,Currency code,Target CPA,Avg. Target CPA,Actual CPA,Cost / conv.,Cost (Converted currency) / conv.,Cost,Cost (Converted currency),Conversions,Conv. rate,Converted currency code
"February 22, 2026 - February 28, 2026",Enabled,EOC - Alabama - Maximize Conversion - Oil Change,Maximize Conversions,Active,Express Oil Change & Tire Engineers,7,USD,5,4.92,5.67,5.67,5.67,9500.54,9500.54,1675.55,0.4421,USD
"February 22, 2026 - February 28, 2026",Enabled,MAVIS - Gulf States - Maximize Conversions - Brand,Maximize Conversions,Active,Mavis Discount Tire,7,USD,2.25,2.56,2.94,2.94,2.94,2819.52,2819.52,958.61,0.4242,USD
"February 22, 2026 - February 28, 2026",Enabled,MAVIS - South Carolina - Maximize Conversions - Non-Brand - Services,Maximize Conversions,Inactive,Mavis Discount Tire,8,USD,20.48,0,0,0,0,0,0,0,0,USD
"February 22, 2026 - February 28, 2026",Enabled,MAVIS - New York - NYC Boroughs - Maximize Conversions - Non-Brand - Oil Change,Target CPA,Limited (budget constrained),Mavis Discount Tire,1,USD,4.75,5,5.19,5.19,5.19,224.19,224.19,43.17,0.2998,USD
"February 22, 2026 - February 28, 2026",Enabled,MAVIS - New York - Western - Maximize Conversions - Trademark - Phrase,Maximize Conversions,Inactive,Mavis Discount Tire,1,USD,7.68,0,0,0,0,0,0,0,0,USD
"February 22, 2026 - February 28, 2026",Enabled,BP - Midwest - Maximize Conversion - Non Brand - Brakes,Maximize Conversions,Active,Brakes Plus,5,USD,14.85,13.84,16.41,16.41,16.41,2577.14,2577.14,157.06,0.2571,USD
"February 22, 2026 - February 28, 2026",Enabled,MAVIS - Massachusetts 2 - Maximize Conversions - Non-Brand - Brakes,Maximize Conversions,Active,Mavis Discount Tire,2,USD,8.5,8.76,8.94,8.94,8.94,509.61,509.61,57.01,0.3115,USD
"February 22, 2026 - February 28, 2026",Enabled,MAVIS - Gulf States - Maximize Conversions - Non-Brand - Services,Maximize Conversions,Active,Mavis Discount Tire,4,USD,4,5.08,5.79,5.79,5.79,2159.36,2159.36,372.74,0.3863,USD
"February 22, 2026 - February 28, 2026",Enabled,Miami FL | NB - Tires - B - Enhanced CPC,Enhanced CPC,Inactive,Tire Kingdom,0,USD, --,0,0,0,0,0,0,0,0,USD
"February 22, 2026 - February 28, 2026",Enabled,Ft Myers FL | Brand - Tire Kingdom Brakes - E - Enhanced CPC,Enhanced CPC,Inactive,Tire Kingdom,0,USD, --,0,0,0,0,0,0,0,0,USD
"February 22, 2026 - February 28, 2026",Enabled,JWT - Pennsylvania - Maximize Conversions (tCPA) - Brand - Phrase,Maximize Conversions,Limited (budget constrained),Mavis Discount Tire,7,USD,6.75,6.75,7.8,7.8,7.8,623.13,623.13,79.9,0.47,USD
"February 22, 2026 - February 28, 2026",Enabled,MAVIS - New Jersey - Greater Philadelphia - Maximize Conversions - Non-Brand - Services,Maximize Conversions,Inactive,Mavis Discount Tire,10,USD,21,0,0,0,0,0,0,0,0,USD
"February 22, 2026 - February 28, 2026",Enabled,MAVIS - Georgia - Southern - Maximize Conversions - Trademark - Exact,Maximize Conversions,Inactive,Mavis Discount Tire,1,USD,5.12,0,0,0,0,0,0,0,0,USD
"February 22, 2026 - February 28, 2026",Enabled,EOC - SOUTHEASTERN - Maximize Conversions - Non-Brand - New Stores,Maximize Conversions,Active,Mavis Tire Express Services MCC,3,USD,6.5,6.5,22.26,22.26,22.26,63.05,63.05,2.83,0.1049,USD
"February 22, 2026 - February 28, 2026",Enabled,MAVIS - New Jersey - Greater Philadelphia - Maximize Conversions - Brand - Phrase,Maximize Conversions,Inactive,Mavis Discount Tire,7,USD,6.14,0,0,0,0,0,0,0,0,USD
"February 22, 2026 - February 28, 2026",Enabled,Tampa FL | Brand - Tire Kingdom Trademark - E - Enhanced CPC,Enhanced CPC,Inactive,Tire Kingdom,0,USD, --,0,0,0,0,0,0,0,0,USD
"February 22, 2026 - February 28, 2026",Enabled,EOC - ALABAMA - Maximize Conversions - Non-Brand - New Stores,Maximize Conversions,Inactive,Mavis Tire Express Services MCC,1,USD,7.15,0,0,0,0,0,0,0,0,USD
"February 22, 2026 - February 28, 2026",Enabled,MAVIS - Illinois - Maximize Conversions - Brand - Phrase,Maximize Conversions,Inactive,Mavis Discount Tire,6,USD,7.68,0,0,0,0,0,0,0,0,USD
"February 22, 2026 - February 28, 2026",Enabled,AGT 2 - Florida - Maximize Conversions - Non-Brand - Tires,Maximize Conversions,Inactive,Mavis Discount Tire,0,USD,16,0,0,0,0,0,0,0,0,USD
"February 22, 2026 - February 28, 2026",Enabled,BP - Colorado - Maximize Conversion - Oil Change,Maximize Conversions,Active,Brakes Plus,1,USD,15,15.5,17.97,17.97,17.97,4983.85,4983.85,277.32,0.2478,USD
"February 22, 2026 - February 28, 2026",Enabled,MAVIS - TEXAS - Maximize Conversions - Non-Brand - Services,Maximize Conversions,Limited (budget constrained),Mavis Discount Tire,1,USD,3.5,6.41,7.16,7.16,7.16,3090.89,3090.89,431.93,0.3116,USD
"February 22, 2026 - February 28, 2026",Enabled,MAVIS - Massachusetts 2 - Maximize Conversions - Competitors,Maximize Conversions,Active,Mavis Discount Tire,4,USD,3.5,3.5,4.15,4.15,4.15,290.55,290.55,69.96,0.4115,USD
"February 22, 2026 - February 28, 2026",Enabled,MAVIS - Massachusetts - Maximize Conversions - Non-Brand - Tires,Maximize Conversions,Inactive,Mavis Discount Tire,8,USD,18,0,0,0,0,0,0,0,0,USD
"February 22, 2026 - February 28, 2026",Enabled,MAVIS - Alabama - Maximize Conversions - Non-Brand - Auto Service,Maximize Conversions,Limited (budget constrained),Mavis Tire Express Services MCC,1,USD,6.75,6.75,7.26,7.26,7.26,1433.69,1433.69,197.36,0.4028,USD
"February 22, 2026 - February 28, 2026",Enabled,EOC - SOUTHERN - Maximize Conversions - Non-Brand - New Stores,Maximize Conversions,Inactive,Mavis Tire Express Services MCC,7,USD,8,0,0,0,0,0,0,0,0,USD
"February 22, 2026 - February 28, 2026",Enabled,MAVIS - Louisiana - Northern - Maximize Conversions - Trademark - Phrase,Maximize Conversions,Inactive,Mavis Discount Tire,1,USD,7.68,0,0,0,0,0,0,0,0,USD
"February 22, 2026 - February 28, 2026",Enabled,zz_MAVIS - Florida - Maximize Conversions (tCPA) - Non-Brand - Exact,Maximize Conversions,Inactive,Mavis Discount Tire,0,USD, --,0,0,0,0,0,0,0,0,USD
"February 22, 2026 - February 28, 2026",Enabled,MAVIS - Florida - Maximize Conversions - Trademark - Phrase,Maximize Conversions,Inactive,Mavis Discount Tire,1,USD,7.68,0,0,0,0,0,0,0,0,USD
"February 22, 2026 - February 28, 2026",Enabled,zz_MAVIS - Louisiana - Maximize Conversions (tCPA) - Non-Brand - Phrase,Maximize Conversions,Inactive,Mavis Discount Tire,0,USD, --,0,0,0,0,0,0,0,0,USD
"February 22, 2026 - February 28, 2026",Enabled,MAVIS - New York - Westchester - Maximize Conversions - Brand - Phrase,Maximize Conversions,Inactive,Mavis Discount Tire,7,USD,7.68,0,0,0,0,0,0,0,0,USD
"February 22, 2026 - February 28, 2026",Enabled,NTB - Carolinas - Maximize Conversions Non-Brand - Oil Change,Maximize Conversions,Limited (budget constrained),NTB,1,USD,12,12,12.5,12.5,12.5,353,353,28.25,0.2568,USD
"February 22, 2026 - February 28, 2026",Enabled,MAVIS - New York - Ex Westchester - Maximize Conversions - Non-Brand - Services,Maximize Conversions,Inactive,Mavis Discount Tire,10,USD,16,0,0,0,0,0,0,0,0,USD
"February 22, 2026 - February 28, 2026",Enabled,MAVIS - Texas - Maximize Conversions - Non-Brand - Tires_ T2,Maximize Conversions,Active,Mavis Discount Tire,1,USD,5,5.19,5.72,5.72,5.72,2839.41,2839.41,496.01,0.2949,USD
"February 22, 2026 - February 28, 2026",Enabled,Tampa FL | Brand - Tire Kingdom Trademark - B - Enhanced CPC,Enhanced CPC,Inactive,Tire Kingdom,0,USD, --,0,0,0,0,0,0,0,0,USD
"February 22, 2026 - February 28, 2026",Enabled,AGT 2 - Florida - Maximize Conversions - Competitors,Maximize Conversions,Inactive,Mavis Discount Tire,0,USD,12,0,0,0,0,0,0,0,0,USD
"February 22, 2026 - February 28, 2026",Enabled,EOC - Central Eastern - Maximize Conversion - Competitors_PP 1124_TN,Maximize Conversions,Inactive,Express Oil Change & Tire Engineers,7,USD,7.5,0,0,0,0,0,0,0,0,USD
"February 22, 2026 - February 28, 2026",Enabled,MAVIS - New York - Ex Westchester - Maximize Conversions - Trademark - Exact,Maximize Conversions,Inactive,Mavis Discount Tire,1,USD,5.12,0,0,0,0,0,0,0,0,USD
"February 22, 2026 - February 28, 2026",Enabled,MAVIS - Southern Regions - Maximize Conversions (tCPA) - CP,Maximize Conversions,Inactive,Mavis Discount Tire,20,USD,10,0,0,0,0,0,0,0,0,USD
"February 22, 2026 - February 28, 2026",Enabled,MAVIS - Gulf States - Maximize Conversions - Non-Brand - Services,Maximize Conversions,Inactive,Mavis Tire Express Services MCC,0,USD,3.25,0,0,0,0,0,0,0,0,USD
"February 22, 2026 - February 28, 2026",Enabled,Tampa FL | NB - Tires - E - Enhanced CPC,Enhanced CPC,Inactive,Tire Kingdom,0,USD, --,0,0,0,0,0,0,0,0,USD
"February 22, 2026 - February 28, 2026",Enabled,EOC - Southeastern - Maximize Conversion - Non Brand - Brakes,Maximize Conversions,Active,Express Oil Change & Tire Engineers,1,USD,4.5,4.5,4.64,4.64,4.64,424.1,424.1,91.34,0.361,USD
"February 22, 2026 - February 28, 2026",Enabled,MAVIS - Alabama - Maximize Conversions - Trademark - Phrase,Maximize Conversions,Inactive,Mavis Discount Tire,1,USD,7.68,0,0,0,0,0,0,0,0,USD
"February 22, 2026 - February 28, 2026",Enabled,MAVIS - New York - Long Island 2 - Maximize Conversions - Non-Brand - Services,Maximize Conversions,Limited (budget constrained),Mavis Discount Tire,1,USD,5.95,6.11,7.32,7.32,7.32,867.41,867.41,118.52,0.2657,USD
"February 22, 2026 - February 28, 2026",Enabled,Tires,Enhanced CPC,Inactive,Tire Kingdom,0,USD, --,0,0,0,0,0,0,0,0,USD
"February 22, 2026 - February 28, 2026",Enabled,MAVIS - North Carolinas 2 - Maximize Conversions - Non-Brand - Auto Service,Maximize Conversions,Limited (budget constrained),Mavis Discount Tire,1,USD,2.55,2.66,3.06,3.06,3.06,229.08,229.08,74.77,0.2822,USD
"February 22, 2026 - February 28, 2026",Enabled,MAVIS - Florida 2 - Maximize Conversions - Non-Brand - Auto Service,Maximize Conversions,Limited (budget constrained),Mavis Discount Tire,1,USD,5.5,6.01,5.84,5.84,5.84,1046.04,1046.04,179.23,0.3974,USD
"February 22, 2026 - February 28, 2026",Enabled,BP - Arizona - Maximize Conversion - Brand,Maximize Conversions,Active,Brakes Plus,14,USD,3.5,3.5,4.28,4.28,4.28,5151.47,5151.47,1202.51,0.3839,USD
"February 22, 2026 - February 28, 2026",Enabled,MAVIS - TEXAS - Maximize Conversions - Competitors,Maximize Conversions,Limited (budget constrained),Mavis Discount Tire,4,USD,4.5,6.24,6.88,6.88,6.88,2416.43,2416.43,351.24,0.2982,USD
"February 22, 2026 - February 28, 2026",Enabled,BP - Midwest - PP 1124 - Maximize Conversion - Competitors,Maximize Conversions,Inactive,Brakes Plus,3,USD,8.5,0,0,0,0,0,0,0,0,USD
"February 22, 2026 - February 28, 2026",Enabled,MAVIS - Texas - Maximize Conversions - Trademark - Phrase,Maximize Conversions,Inactive,Mavis Discount Tire,1,USD,7.68,0,0,0,0,0,0,0,0,USD
"February 22, 2026 - February 28, 2026",Enabled,MAVIS - Illinois 2 - Maximize Conversion Value - Non Brand - Tires,Target ROAS,Inactive,Mavis Tire Express Services MCC,0,USD, --,0,0,0,0,0,0,0,0,USD
"February 22, 2026 - February 28, 2026",Enabled,TUF - Florida - Maximize Conversions (tCPA) - Brand - Exact,Maximize Conversions,Inactive,Mavis Discount Tire,3,USD,9.6,0,0,0,0,0,0,0,0,USD
"February 22, 2026 - February 28, 2026",Enabled,BP - Texas - Maximize Conversion - Brand,Maximize Conversions,Active,Brakes Plus,5,USD,3.5,3.71,4.36,4.36,4.36,7432.16,7432.16,1702.87,0.3233,USD
"February 22, 2026 - February 28, 2026",Enabled,MAVIS - Georgia - Southern - Maximize Conversions - Trademark - Phrase,Maximize Conversions,Inactive,Mavis Discount Tire,1,USD,7.68,0,0,0,0,0,0,0,0,USD
"February 22, 2026 - February 28, 2026",Enabled,BP - Midwest - PP 1124- Maximize Conversion - Oil Change,Maximize Conversions,Inactive,Brakes Plus,2,USD,10,0,0,0,0,0,0,0,0,USD
"February 22, 2026 - February 28, 2026",Enabled,Miami FL | Brand - Tire Kingdom Trademark - E - Enhanced CPC,Enhanced CPC,Inactive,Tire Kingdom,0,USD, --,0,0,0,0,0,0,0,0,USD
"February 22, 2026 - February 28, 2026",Enabled,MAVIS - Pennsylvania - Maximize Conversions - Non-Brand - Services,Maximize Conversions,Inactive,Mavis Discount Tire,10,USD,19,0,0,0,0,0,0,0,0,USD
"February 22, 2026 - February 28, 2026",Enabled,MAVIS - Massachusetts - Maximize Conversions - Non-Brand - Services,Maximize Conversions,Inactive,Mavis Discount Tire,8,USD,20.48,0,0,0,0,0,0,0,0,USD
"February 22, 2026 - February 28, 2026",Enabled,NTB - Texas - Maximize Conversion - Brand,Maximize Conversions,Limited (budget constrained),NTB,10,USD,5.7,6.56,8.95,8.95,8.95,14843.49,14843.49,1657.95,0.2657,USD
"February 22, 2026 - February 28, 2026",Enabled,NTB - Dallas PP 1224 - Maximize Conversion - Non-Brand - Services,Target CPA,Inactive,NTB,1,USD,15.6,0,0,0,0,0,0,0,0,USD
"February 22, 2026 - February 28, 2026",Enabled,MAVIS - Pennsylvania - Maximize Conversions - Non-Brand - State Inspection,Maximize Conversions,Limited (budget constrained),Mavis Discount Tire,4,USD,3.4,4,4.27,4.27,4.27,1962.3,1962.3,459.22,0.4021,USD
"February 22, 2026 - February 28, 2026",Enabled,NTB - Southeast - Maximize Conversion - Non-Brand - Brakes,Maximize Conversions,Limited (budget constrained),NTB,1,USD,7.5,9.61,9.73,9.73,9.73,685.45,685.45,70.42,0.2946,USD
"February 22, 2026 - February 28, 2026",Enabled,TUF - Illinois - Maximize Conversions (tCPA) - Non-Brand - Tires,Maximize Conversions,Inactive,Mavis Discount Tire,8,USD,28,0,0,0,0,0,0,0,0,USD
"February 22, 2026 - February 28, 2026",Enabled,BP - Colorado - Maximize Conversion - Non Brand - Wheel Alignment,Maximize Conversions,Active,Brakes Plus,1,USD,9,10.17,11.09,11.09,11.09,2153.59,2153.59,194.25,0.3205,USD
"February 22, 2026 - February 28, 2026",Enabled,Miami FL | Brand - Tire Kingdom Tires - E - Enhanced CPC,Enhanced CPC,Inactive,Tire Kingdom,0,USD, --,0,0,0,0,0,0,0,0,USD
"February 22, 2026 - February 28, 2026",Enabled,MAVIS - New York - Long Island 2 - Maximize Conversions - Brand,Maximize Conversions,Limited (bid limits),Mavis Discount Tire,7,USD,5.25,5.66,7.16,7.16,7.16,13291.75,13291.75,1855.65,0.4013,USD
"February 22, 2026 - February 28, 2026",Enabled,BP - Midwest - Maximize Conversion - Non Brand - Services,Maximize Conversions,Active,Brakes Plus,1,USD,6.5,6.45,7.57,7.57,7.57,1581.46,1581.46,209.01,0.3404,USD
"February 22, 2026 - February 28, 2026",Enabled,MAVIS - Mississippi - Maximize Conversions - Brand - Phrase,Maximize Conversions,Inactive,Mavis Discount Tire,6,USD,7.68,0,0,0,0,0,0,0,0,USD
"February 22, 2026 - February 28, 2026",Enabled,MAVIS - New Jersey 2 - Maximize Conversions - Non-Brand - Services,Maximize Conversions,Limited (budget constrained),Mavis Discount Tire,1,USD,5.5,6,7.07,7.07,7.07,5826.04,5826.04,824.05,0.3362,USD
"February 22, 2026 - February 28, 2026",Enabled,MAVIS - New York - Westchester - Maximize Conversions - Trademark - Exact,Maximize Conversions,Inactive,Mavis Discount Tire,1,USD,5.12,0,0,0,0,0,0,0,0,USD
"February 22, 2026 - February 28, 2026",Enabled,MAVIS - New York - NYC Boroughs 2 - Maximize Conversions - Non-Brand - Brakes,Maximize Conversions,Limited (budget constrained),Mavis Discount Tire,2,USD,4.75,5.25,7.83,7.83,7.83,118.79,118.79,15.17,0.2661,USD
"February 22, 2026 - February 28, 2026",Enabled,MAVIS - New Jersey - Southern - Maximize Conversions - Non-Brand - Services,Maximize Conversions,Inactive,Mavis Discount Tire,10,USD,19,0,0,0,0,0,0,0,0,USD
"February 22, 2026 - February 28, 2026",Enabled,MAVIS - North Carolinas 2 - Maximize Conversions - Brand,Maximize Conversions,Limited (budget constrained),Mavis Discount Tire,10,USD,3.5,3.84,4.49,4.49,4.49,13806.15,13806.15,3077.42,0.3768,USD
"February 22, 2026 - February 28, 2026",Enabled,EOC - Southeastern - Maximize Conversion - Non Brand - Services,Maximize Conversions,Active,Express Oil Change & Tire Engineers,9,USD,3.2,3.23,3.84,3.84,3.84,2315.58,2315.58,603.3,0.2691,USD
"February 22, 2026 - February 28, 2026",Enabled,MAVIS - Louisiana - Northern - Maximize Conversions - Brand - Phrase,Maximize Conversions,Inactive,Mavis Discount Tire,4,USD,7.68,0,0,0,0,0,0,0,0,USD
"February 22, 2026 - February 28, 2026",Enabled,NTB - Northeast - Maximize Conversion - Non-Brand - Tires,Maximize Conversions,Limited (budget constrained),NTB,5,USD,4.5,4.5,4.45,4.45,4.45,6404.07,6404.07,1438.44,0.381,USD
"February 22, 2026 - February 28, 2026",Enabled,MAVIS - Illinois 2 - Maximize Conversion Value - Competitor,Target ROAS,Inactive,Mavis Tire Express Services MCC,0,USD, --,0,0,0,0,0,0,0,0,USD
"February 22, 2026 - February 28, 2026",Enabled,MAVIS - New Jersey - Northern - Maximize Conversions - Non-Brand - Tires,Maximize Conversions,Inactive,Mavis Discount Tire,8,USD,20,0,0,0,0,0,0,0,0,USD
"February 22, 2026 - February 28, 2026",Enabled,Miami FL | NB - Tires - E - Enhanced CPC,Enhanced CPC,Inactive,Tire Kingdom,0,USD, --,0,0,0,0,0,0,0,0,USD
"February 22, 2026 - February 28, 2026",Enabled,TUF - Florida - Maximize Conversions (tCPA) - Trademark - Exact,Maximize Conversions,Inactive,Mavis Discount Tire,1,USD,6.4,0,0,0,0,0,0,0,0,USD
"February 22, 2026 - February 28, 2026",Enabled,MAVIS - New York - Ex Westchester - Maximize Conversions - Trademark - Phrase,Maximize Conversions,Inactive,Mavis Discount Tire,1,USD,7.68,0,0,0,0,0,0,0,0,USD
"February 22, 2026 - February 28, 2026",Enabled,MAVIS - New Jersey 2 - Maximize Conversions - Non-Brand - Brakes,Maximize Conversions,Limited (budget constrained),Mavis Discount Tire,2,USD,9.5,10,11.37,11.37,11.37,1554.95,1554.95,136.78,0.261,USD
"February 22, 2026 - February 28, 2026",Enabled,MAVIS - Georgia - Maximize Conversions - Non-Brand - New Stores,Maximize Conversions,Active,Mavis Tire Express Services MCC,3,USD,7.5,7.5,8.31,8.31,8.31,170.42,170.42,20.51,0.4363,USD
"February 22, 2026 - February 28, 2026",Enabled,Enhanced,Enhanced CPC,Inactive,Tire Kingdom,0,USD, --,0,0,0,0,0,0,0,0,USD
"February 22, 2026 - February 28, 2026",Enabled,MAVIS - New York - Ex Westchester - Maximize Conversions - Brand - Phrase,Maximize Conversions,Inactive,Mavis Discount Tire,6,USD,7.68,0,0,0,0,0,0,0,0,USD
"February 22, 2026 - February 28, 2026",Enabled,MAVIS - Illinois - Maximize Conversions Non-Brand - Oil Change,Target CPA,Limited (budget constrained),Mavis Discount Tire,1,USD,4.75,4.75,5.49,5.49,5.49,437.33,437.33,79.68,0.2995,USD
"February 22, 2026 - February 28, 2026",Enabled,MAVIS - Georgia - Southern - Maximize Conversions - Brand - Phrase,Maximize Conversions,Inactive,Mavis Discount Tire,6,USD,7.68,0,0,0,0,0,0,0,0,USD
"February 22, 2026 - February 28, 2026",Enabled,MAVIS - Pennsylvania - Maximize Conversions - Brand - Phrase,Maximize Conversions,Inactive,Mavis Discount Tire,7,USD,7.68,0,0,0,0,0,0,0,0,USD
"February 22, 2026 - February 28, 2026",Enabled,MAVIS - Louisiana - Maximize Conversions - Brand - Phrase,Maximize Conversions,Inactive,Mavis Discount Tire,6,USD,7.68,0,0,0,0,0,0,0,0,USD
"February 22, 2026 - February 28, 2026",Enabled,MAVIS - Illinois 2 - Maximize Conversions - Non-Brand - Brakes,Maximize Conversions,Limited (budget constrained),Mavis Discount Tire,2,USD,7,8.75,10.63,10.63,10.63,1554.92,1554.92,146.26,0.276,USD
"February 22, 2026 - February 28, 2026",Enabled,MAVIS - Texas - Maximize Conversions - Trademark - Exact,Maximize Conversions,Inactive,Mavis Discount Tire,1,USD,5.12,0,0,0,0,0,0,0,0,USD
"February 22, 2026 - February 28, 2026",Enabled,MAVIS - Northern Regions - Maximize Conversions (tCPA) - CP,Maximize Conversions,Inactive,Mavis Discount Tire,24,USD,12.8,0,0,0,0,0,0,0,0,USD
"February 22, 2026 - February 28, 2026",Enabled,MAVIS - Maximize Conversions - Non-Brand - New Stores,Maximize Conversions,Inactive,Mavis Discount Tire,5,USD,10,0,0,0,0,0,0,0,0,USD
"February 22, 2026 - February 28, 2026",Enabled,MAVIS - New Jersey - Northern - Maximize Conversions - Trademark - Phrase,Maximize Conversions,Inactive,Mavis Discount Tire,1,USD,7.68,0,0,0,0,0,0,0,0,USD
"February 22, 2026 - February 28, 2026",Enabled,NTB - Texas - Maximize Conversion - Non-Brand - Services,Maximize Conversions,Limited (budget constrained),NTB,6,USD,11.5,11.5,10.46,10.46,10.46,2743.49,2743.49,262.17,0.2766,USD
"February 22, 2026 - February 28, 2026",Enabled,zz_MAVIS - Texas - Maximize Conversions (tCPA) - Non-Brand - Phrase,Maximize Conversions,Inactive,Mavis Discount Tire,0,USD, --,0,0,0,0,0,0,0,0,USD
"February 22, 2026 - February 28, 2026",Enabled,MAVIS - Louisiana - Northern - Maximize Conversions - Brand - Exact,Maximize Conversions,Inactive,Mavis Discount Tire,4,USD,7.68,0,0,0,0,0,0,0,0,USD
"February 22, 2026 - February 28, 2026",Enabled,NTB - Southeast - Maximize Conversion - Non-Brand - Tires,Maximize Conversions,Limited (budget constrained),NTB,4,USD,4.7,5.47,6.17,6.17,6.17,2968.89,2968.89,481.06,0.335,USD
"February 22, 2026 - February 28, 2026",Enabled,MAVIS - New York - Connecticut - Maximize Conversions - BR & NB - MMW,Target CPA,Inactive,Mavis Discount Tire,2,USD,18,0,0,0,0,0,0,0,0,USD
"February 22, 2026 - February 28, 2026",Enabled,MAVIS - Florida - Maximize Conversions - Trademark - Exact,Maximize Conversions,Inactive,Mavis Discount Tire,1,USD,5.12,0,0,0,0,0,0,0,0,USD
"February 22, 2026 - February 28, 2026",Enabled,MAVIS - Alabama - Maximize Conversions - Competitors,Maximize Conversions,Active,Mavis Tire Express Services MCC,4,USD,5,5.25,6.16,6.16,6.16,1047.92,1047.92,170.11,0.3706,USD
"February 22, 2026 - February 28, 2026",Enabled,MAVIS - Illinois - Maximize Conversions - Brand - Exact,Maximize Conversions,Inactive,Mavis Discount Tire,6,USD,7.68,0,0,0,0,0,0,0,0,USD
"February 22, 2026 - February 28, 2026",Enabled,MAVIS - New York - Central - Maximize Conversions - Non-Brand - Tires,Maximize Conversions,Inactive,Mavis Discount Tire,8,USD,18,0,0,0,0,0,0,0,0,USD
"February 22, 2026 - February 28, 2026",Enabled,West Palm Beach FL | Brand - Tire Kingdom Trademark - E - Enhanced CPC,Enhanced CPC,Inactive,Tire Kingdom,0,USD, --,0,0,0,0,0,0,0,0,USD
"February 22, 2026 - February 28, 2026",Enabled,MELVIN 2 - Rhode Island Maximize Conversions - Non-Brand - Tires,Maximize Conversions,Inactive,Mavis Discount Tire,1,USD,8,0,0,0,0,0,0,0,0,USD
"February 22, 2026 - February 28, 2026",Enabled,MAVIS - TEXAS - Maximize Conversions - Non-Brand - Brakes,Maximize Conversions,Limited (budget constrained),Mavis Discount Tire,1,USD,7,9.59,11.15,11.15,11.15,2160.82,2160.82,193.82,0.3412,USD
"February 22, 2026 - February 28, 2026",Enabled,MAVIS - Pennsylvania 2 - Maximize Conversions - Non-Brand - Tires,Maximize Conversions,Limited (budget constrained),Mavis Discount Tire,5,USD,4.75,6.25,7.28,7.28,7.28,21657.58,21657.58,2976.96,0.3553,USD
"February 22, 2026 - February 28, 2026",Enabled,TUF 2 - National - Maximize Conversions - Non-Brand - Tires,Maximize Conversions,Limited (budget constrained),Mavis Discount Tire,4,USD,6.5,6.5,7.79,7.79,7.79,6934.07,6934.07,890.2,0.3231,USD
"February 22, 2026 - February 28, 2026",Enabled,Southeastern - BR,Maximize Conversions,Inactive,Express Oil Change & Tire Engineers,0,USD,13.72,0,0,0,0,0,0,0,0,USD
"February 22, 2026 - February 28, 2026",Enabled,TUF - Carolinas - Maximize Conversions (tCPA) - Brand - Phrase,Maximize Conversions,Inactive,Mavis Discount Tire,3,USD,9.6,0,0,0,0,0,0,0,0,USD
"February 22, 2026 - February 28, 2026",Enabled,MAVIS - New York - Long Island 2 - Maximize Conversions - Non-Brand - Tires,Maximize Conversions,Limited (budget constrained),Mavis Discount Tire,6,USD,6,6.47,7.62,7.62,7.62,6760.47,6760.47,887.68,0.3144,USD
"February 22, 2026 - February 28, 2026",Enabled,TUF - Carolinas - Maximize Conversions (tCPA) - Brand - Exact,Maximize Conversions,Inactive,Mavis Discount Tire,3,USD,9.6,0,0,0,0,0,0,0,0,USD
"February 22, 2026 - February 28, 2026",Enabled,TUF - All Regions - Maximize Conversions (tCPA) - CP,Maximize Conversions,Inactive,Mavis Discount Tire,8,USD,10,0,0,0,0,0,0,0,0,USD
"February 22, 2026 - February 28, 2026",Enabled,EOC - Central Eastern - Maximize Conversion - Competitors,Maximize Conversions,Active,Express Oil Change & Tire Engineers,7,USD,3.5,3.5,4.33,4.33,4.33,1219.22,1219.22,281.49,0.2798,USD
"February 22, 2026 - February 28, 2026",Enabled,NTB - Northeast - Maximize Conversion - Brand,Maximize Conversions,Limited (budget constrained),NTB,7,USD,4.2,5.17,5.39,5.39,5.39,11425.86,11425.86,2120.33,0.3986,USD
"February 22, 2026 - February 28, 2026",Enabled,BP - Colorado - Maximize Conversion - Non Brand - Brakes,Maximize Conversions,Limited (budget constrained),Brakes Plus,1,USD,19.32,19.32,23.27,23.27,23.27,5712.98,5712.98,245.56,0.2293,USD
"February 22, 2026 - February 28, 2026",Enabled,BP - Texas - Maximize Conversion - Competitors,Maximize Conversions,Active,Brakes Plus,5,USD,4,5.38,6.22,6.22,6.22,921.02,921.02,147.98,0.3155,USD
"February 22, 2026 - February 28, 2026",Enabled,MAVIS - Georgia - Savannah - Maximize Conversions - Trademark - Phrase,Maximize Conversions,Inactive,Mavis Discount Tire,1,USD,7.68,0,0,0,0,0,0,0,0,USD
"February 22, 2026 - February 28, 2026",Enabled,JWT - Pennsylvania - Maximize Conversions (tCPA) - Non-Brand - Tires,Maximize Conversions,Inactive,Mavis Discount Tire,9,USD,5,0,0,0,0,0,0,0,0,USD
"February 22, 2026 - February 28, 2026",Enabled,NTB - Virginias - Maximize Conversion - Non-Brand - Services,Maximize Conversions,Active,NTB,6,USD,6.4,6.4,7,7,7,2183.89,2183.89,312.11,0.3411,USD
"February 22, 2026 - February 28, 2026",Enabled,BP - Southwest - PP 0824 - Maximize Conversion - Non Brand - Brakes,Maximize Conversions,Inactive,Brakes Plus,1,USD,11.7,0,0,0,0,0,0,0,0,USD
